sentence,,,,,,,,,,,,,,,,,,,,,,,,,label
Financial Service Consultant in AIA Singapore Pte Ltd      Singapore    3rd Nov 2014- 10th Feb 2015,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Reason for leaving: Moved on to a UBS accountant role that I am really keen on,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Developed potential clients,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
performed financial health analysis and made recommendation to clients as per their needs and financial status,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Closing and Reporting Specialist in SSC of UPM (China) Co,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Ltd   Shanghai   16th Feb 2009-10th Apr 2013,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Reason for leaving: Moved to Singapore for pursuing Master degree in finance in NTU,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Accomplishments,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Obtained audited statutory accounts one month ahead of schedule due to efficient and effective coordination with auditors and relevant stakeholders,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Awarded High Performance Employee of the year and got the chance for on-the-job training in Finland,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Job duties,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Handled full sets of accounts including general ledger,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
AP and AR etc,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Performed month end & quarter end closing for 3 companies in Asia Pacific (SG,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
AU,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
CN) within one day including journal entry postings for accruals,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
provisions,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
amortization and reconciliation between G/L and sub-ledger for AR,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
AP and fixed assets etc,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
financial statements soundness analysis before standard closing procedure in SAP,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared 6 monthly management reports and 2 quarterly financial reports package including notes as per IFRS in HFM for HQ consolidation and local management review within group deadline,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Reconciled the financial inputs with the data in SAP to ensure they are correct and in line with group requirements,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Conducted monthly Inter-company reconciliation and confirmation for consolidation elimination,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared income tax and deferred tax provision quarterly,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Performed P&L variance analysis versus budget and prior year to understand the root causes of variances and provided input to support business improvement,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Carried out balance sheet reconciliation (Accrual,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
payroll,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
tax and fixed assets etc,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
to make sure no outstanding or surprised items staying in the balance sheet,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared audit schedule for statutory audits and liaised with external auditors to deal with any financial issues arose,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Facilitated liaisons with local tax agent to finish GST and income tax filing in Singapore and Australia,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Conducted internal control of accounting processes to ensure the process accord with the company accounting policies and procedures and enhance the accuracy of financial reports,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Assisted business controller to prepare annual budgets and quarterly rolling forecast,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
coordinated with different departments,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
collected data and analyzed trends,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
compiled financial reports for analysis,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Closely involved in other ad-hoc projects such as system implementation and process harmonization,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Provided tailored reports and financial analysis as requested by different business units,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Monitored the status of CAPEX projects through projects number and WBS in SAP investment module,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared monthly CAPEX spending report and analyzed the variance against budget,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Made depreciation forecast for each project based on approved CAPEX budget,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
AP accountant in Emerson Process Management Co,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Ltd        Shanghai    1st Jul 2007-7th Oct 2008,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Reason for leave: Took care of mother for an operation,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Handled 500+ Purchase invoices per month via three-way matching (among PO,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
invoice and goods receipts) and manual expense posting and arranged the payments timely,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Performed Intercompany reconciliation for a company with more than 14+ related parties within one day,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Monitored the aging report of Accounts Payable and down payment report twice a month,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
SKILLS & ABILITIES,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
ERP: Axiom,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Single cost ledger,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
BW,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
RAM,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
FDD,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
SAP FI-CO module (4 years’ experience),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperion,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
JD Edwards,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft office: Excel (V-lookup,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Pivot tables,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
conditional formulas etc,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Word,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
and PowerPoint,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Written Languages – Fluent in English,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Spoken Languages – Fluent in English,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Mandarin,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai dialect,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONAL PARTICULARS,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Name: Yeo Keng Aun,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Nationality: Singaporean,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Address: BLK 230E,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
#12-51,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Tampines Street 24,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore 528230,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Handphone: 81732987,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Email: andrew,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
yeoka@gmail,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
com,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
PROFILE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fund accountant with nearly 2 years of experience in hedge fund administration,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
which includes preparation of NAV calculations,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
financial statements and associated reports,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Consistently meeting deadlines while ensuring a high quality of work standards,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fast learner,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
driven for results and analytical in problem solving,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
WORK EXPERIENCE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Citco Fund Services (Singapore) Pte Ltd                          			Jan 2016 – Present",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fund Accountant,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Calculation of estimate and final NAVs on a daily,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
weekly and monthly basis,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Preparation of cash and position reconciliation reports,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Daily pre-production tasks such as price checks,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
interest accruals and fees booking,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Maintaining day-to-day relationships with investment managers,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
brokers and auditors,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Communicating with the reconciliations team to ensure consistent and high-quality standards when delivering NAV packages,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Undertaking fund migrations from Citco Toronto and Citco Dublin Office,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Familiar with various pricing valuation models e,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
g,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Independent Price Verification,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
External Valuer,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Investigation and resolution of breaks,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Training of new fund accountants in the team,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Assist in reviewing estimate and final NAV packs,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Norgas Carriers Private Limited                                           			Nov 2014 – Apr 2015",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Accountant,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Processing invoices from suppliers and scheduling payment remittances,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Assisted in collecting outstanding debts from debtors,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Involved in the year end closing of accounts,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Liaised with external auditors during interim and final audit,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly bank reconciliation,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Perform intercompany journal entries and reconciliation,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Singapore Armed Forces                                                			Jul 2013 – July 2014",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Specialist/ NSF Battery Sergeant Major (2nd Sergeant,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
24th Battalion Singapore Artillery) ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
In charge of the training management and administration matters,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
ensuring smooth running and operation of the battalion,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Responsible for the welfare,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
discipline and regimentation of 60 fellow NSFs,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Rallied with superiors to keep a lookout for troubled soldiers,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
acted as the first level of feedback for peers,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
EDUCATION AND QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal Melbourne Institute of Technology (RMIT)				Jul 2014 –   Oct 2015",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Business (Accountancy),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
GPA: 3,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
4-Jan,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Temasek Polytechnic							Apr 2009 – Apr 2012",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Diploma in Accounting and Finance,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
the,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Ngee Ann Secondary School					            	Jan 2005 – Nov 2008",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
GCE ‘O’ Levels Certificate,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
the ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
SKILLS AND COMPETENCIES,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Trained in accounting softwares,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Aexeo,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Agresso Business World,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Sage AccPac and MYOB,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Proficient in Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
PowerPoint and Word,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Competent in Financial and Economic Databases (Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Thomson Reuters),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Languages spoken: English,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Cantonese,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Languages written: English,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"amazing
",,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Goh,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Lay Hong,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Blk 103,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Jurong East St13 #04-208 Singapore 600103,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
(65) 9797 9878,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
A member of CPA,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Australia specializes in Fund Administration,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fund valuation and reporting in both BUY and SELL side,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Hold a Bachelor degree in Commerce (majoring in Accounting and Finance) and proficient in Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Looking to continue to leverage my knowledge and experience in a role within the Fund Industry,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Summary of expertise,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Project management on system migration,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fund accounting and Fund administration on Traditional Funds,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Mutual Funds and Fund of hedge Funds,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Operations including but not limited to trade matching and trade settlement,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
cash and securities reconciliation,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
cash management and cash forecast of Funds,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
transfer agency function,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Securities data management (security master reference set-up and maintenance,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
pricing,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
corporate action) and maintenance of GICS / GICS / FTSE / Barclays classification codes,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinates new business implementation /  new Fund launches(from opening of market accounts,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
application of foreign institutional investors’ licenses,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
trading accounts to setting up of ops flow with various stakeholders) ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinates regular periodic service review and due diligence with service providers,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinates with auditors and service providers in the review of financial statements per RAP 7 and in accordance to CIS guidelines by MAS for Singapore domiciled Unit Trust Funds ,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Acting as daily contact and point of escalation for Japanese Institutional clients,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
appointed sub-managers and service providers for prompt issues resolution,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Good financial product knowledge (Equities,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed Income,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Money market,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
FX,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
NDF,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Futures,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Swaps,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Collateral),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Experience,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
The Bank of New York Mellon,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Servicing,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fund services,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Lead Analyst,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Project Management,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
March 2016 – Present,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Overall in-charge for the security data management stream,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
laying the groundwork for master security reference fields,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
pricing rules and validation rules,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
and overseeing the Corporate Action process flow in Eagle Investment System for migration readiness,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Engaged in the reconciliation of migrated data and parallel running of the valuation reporting,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Associate,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Securities Data Management,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013 – Feb 2016,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Oversee and manage the centralized function of securities price update,,,,,,,,,,,,,,,,,,,,,,,,,subjective
